+--------+------------------+------------------+------------------+----------------------------+
| Index  |    Interative    | Binet's Formula  |    Difference    |          ERROR(%)          |
|    833 |    5.460335e+173 |    5.460335e+173 |   -1.518881e+160 |     2.781661743384796e-12% |
|    834 |    8.835008e+173 |    8.835008e+173 |   -2.477521e+160 |    2.8042094160509986e-12% |
|    835 |    1.429534e+174 |    1.429534e+174 |   -3.996402e+160 |     2.795596971459716e-12% |
|    836 |    2.313035e+174 |    2.313035e+174 |   -6.451956e+160 |    2.7893894350034148e-12% |
|    837 |    3.742570e+174 |    3.742570e+174 |   -1.044836e+161 |     2.791760502943318e-12% |
|    838 |    6.055605e+174 |    6.055605e+174 |   -1.703212e+161 |     2.812620475609238e-12% |
|    839 |    9.798174e+174 |    9.798174e+174 |   -2.748048e+161 |    2.8046526750552504e-12% |
|    840 |    1.585378e+175 |    1.585378e+175 |   -4.468833e+161 |    2.8187810836570373e-12% |
|    841 |    2.565195e+175 |    2.565195e+175 |   -7.216881e+161 |     2.813384511778101e-12% |
|    842 |    4.150573e+175 |    4.150573e+175 |   -1.168571e+162 |     2.815445818813123e-12% |
|    843 |    6.715769e+175 |    6.715769e+175 |   -1.886745e+162 |     2.809424852154685e-12% |
|    844 |    1.086634e+176 |    1.086634e+176 |   -3.069375e+162 |    2.8246628706022016e-12% |
|    845 |    1.758211e+176 |    1.758211e+176 |   -4.970179e+162 |      2.82683872137656e-12% |
|    846 |    2.844845e+176 |    2.844845e+176 |   -8.095791e+162 |    2.8457754520512474e-12% |
|    847 |    4.603056e+176 |    4.603056e+176 |   -1.303785e+163 |    2.8324336686271182e-12% |
|    848 |    7.447902e+176 |    7.447902e+176 |   -2.113364e+163 |    2.8375297764245955e-12% |
|    849 |    1.205096e+177 |    1.205096e+177 |   -3.439644e+163 |     2.854249444667344e-12% |
|    850 |    1.949886e+177 |    1.949886e+177 |   -5.530514e+163 |     2.836326748563724e-12% |
|    851 |    3.154982e+177 |    3.154982e+177 |   -8.992652e+163 |    2.8503024664008108e-12% |
|    852 |    5.104868e+177 |    5.104868e+177 |   -1.465813e+164 |    2.8714031813240586e-12% |
|    853 |    8.259849e+177 |    8.259849e+177 |   -2.365079e+164 |    2.8633434254103003e-12% |
|    854 |    1.336472e+178 |    1.336472e+178 |   -3.821894e+164 |    2.8596894544507022e-12% |
|    855 |    2.162457e+178 |    2.162457e+178 |   -6.222964e+164 |    2.8777288612619217e-12% |
|    856 |    3.498928e+178 |    3.498928e+178 |   -9.990871e+164 |    2.8554088494790046e-12% |
|    857 |    5.661385e+178 |    5.661385e+178 |   -1.628582e+165 |     2.876649001524008e-12% |
|    858 |    9.160313e+178 |    9.160313e+178 |   -2.627669e+165 |    2.8685359853690324e-12% |
|    859 |    1.482170e+179 |    1.482170e+179 |   -4.270647e+165 |     2.881348022434085e-12% |
|    860 |    2.398201e+179 |    2.398201e+179 |   -6.912713e+165 |    2.8824573107965555e-12% |
|    861 |    3.880371e+179 |    3.880371e+179 |   -1.121215e+166 |     2.889453779523278e-12% |
|    862 |    6.278572e+179 |    6.278572e+179 |   -1.812487e+166 |    2.8867813662708962e-12% |
|    863 |    1.015894e+180 |    1.015894e+180 |   -2.950978e+166 |    2.9048076747612945e-12% |
|    864 |    1.643752e+180 |    1.643752e+180 |   -4.774981e+166 |    2.9049289043744687e-12% |
|    865 |    2.659646e+180 |    2.659646e+180 |   -7.679890e+166 |    2.8875611659486777e-12% |
|    866 |    4.303397e+180 |    4.303397e+180 |   -1.245487e+167 |    2.8941950517196127e-12% |
|    867 |    6.963043e+180 |    6.963043e+180 |   -2.022690e+167 |      2.90489353005008e-12% |
|    868 |    1.126644e+181 |    1.126644e+181 |   -3.268177e+167 |     2.900807074955746e-12% |
|    869 |    1.822948e+181 |    1.822948e+181 |   -5.309295e+167 |     2.912476613877157e-12% |
|    870 |    2.949592e+181 |    2.949592e+181 |   -8.595899e+167 |    2.9142667371394264e-12% |
|    871 |    4.772541e+181 |    4.772541e+181 |   -1.394205e+168 |    2.9213052938406253e-12% |
|    872 |    7.722133e+181 |    7.722133e+181 |   -2.261166e+168 |    2.9281621205146777e-12% |
|    873 |    1.249467e+182 |    1.249467e+182 |   -3.648000e+168 |     2.919643715995656e-12% |
|    874 |    2.021681e+182 |    2.021681e+182 |   -5.938650e+168 |    2.9374814022626663e-12% |
|    875 |    3.271148e+182 |    3.271148e+182 |   -9.601391e+168 |     2.935174699322995e-12% |
|    876 |    5.292829e+182 |    5.292829e+182 |   -1.551056e+169 |     2.930485210040674e-12% |
|    877 |    8.563977e+182 |    8.563977e+182 |   -2.511195e+169 |    2.9322764355566426e-12% |
|    878 |    1.385681e+183 |    1.385681e+183 |   -4.068147e+169 |    2.9358477861696833e-12% |
|    879 |    2.242078e+183 |    2.242078e+183 |   -6.638310e+169 |    2.9607843221152697e-12% |
|    880 |    3.627759e+183 |    3.627759e+183 |   -1.070646e+170 |    2.9512594129457394e-12% |
|    881 |    5.869837e+183 |    5.869837e+183 |   -1.729759e+170 |    2.9468608347472995e-12% |
|    882 |    9.497596e+183 |    9.497596e+183 |   -2.809840e+170 |      2.95847493586159e-12% |
|    883 |    1.536743e+184 |    1.536743e+184 |   -4.549034e+170 |    2.9601782897629378e-12% |
|    884 |    2.486503e+184 |    2.486503e+184 |   -7.358874e+170 |    2.9595276664674925e-12% |
|    885 |    4.023246e+184 |    4.023246e+184 |   -1.190791e+171 |      2.95977618245248e-12% |
|    886 |    6.509749e+184 |    6.509749e+184 |   -1.938000e+171 |      2.97707345964857e-12% |
|    887 |    1.053300e+185 |    1.053300e+185 |   -3.128791e+171 |    2.9704664876724918e-12% |
|    888 |    1.704274e+185 |    1.704274e+185 |   -5.066791e+171 |    2.9729901264046358e-12% |
|    889 |    2.757574e+185 |    2.757574e+185 |   -8.210678e+171 |    2.9775005047393774e-12% |
|    890 |    4.461849e+185 |    4.461849e+185 |   -1.327747e+172 |     2.975777693517627e-12% |
|    891 |    7.219423e+185 |    7.219423e+185 |   -2.154853e+172 |    2.9847997694508005e-12% |
|    892 |    1.168127e+186 |    1.168127e+186 |   -3.500715e+172 |    2.9968613901385634e-12% |
|    893 |    1.890069e+186 |    1.890069e+186 |   -5.667645e+172 |     2.998643804170474e-12% |
|    894 |    3.058196e+186 |    3.058196e+186 |   -9.168360e+172 |     2.997962982592309e-12% |
|    895 |    4.948266e+186 |    4.948266e+186 |   -1.483600e+173 |    2.9982230332948935e-12% |
|    896 |    8.006462e+186 |    8.006462e+186 |   -2.400436e+173 |    2.9981237027653046e-12% |
|    897 |    1.295473e+187 |    1.295473e+187 |   -3.893698e+173 |    3.0056194179381135e-12% |
|    898 |    2.096119e+187 |    2.096119e+187 |   -6.294135e+173 |     3.002756309512089e-12% |
|    899 |    3.391592e+187 |    3.391592e+187 |   -1.018783e+174 |    3.0038499196173543e-12% |
|    900 |    5.487711e+187 |    5.487711e+187 |   -1.659790e+174 |    3.0245586980375106e-12% |
|    901 |    8.879303e+187 |    8.879303e+187 |   -2.678574e+174 |    3.0166486485465008e-12% |
|    902 |    1.436701e+188 |    1.436701e+188 |   -4.322906e+174 |      3.00891054519263e-12% |
|    903 |    2.324632e+188 |    2.324632e+188 |   -7.047854e+174 |     3.031815398464602e-12% |
|    904 |    3.761333e+188 |    3.761333e+188 |   -1.140168e+175 |     3.031286029302688e-12% |
|    905 |    6.085965e+188 |    6.085965e+188 |   -1.848045e+175 |    3.0365681645821283e-12% |
|    906 |    9.847298e+188 |    9.847298e+188 |   -2.994396e+175 |     3.040829712495487e-12% |
|    907 |    1.593326e+189 |    1.593326e+189 |   -4.854807e+175 |    3.0469633949321497e-12% |
|    908 |    2.578056e+189 |    2.578056e+189 |   -7.836836e+175 |     3.039823697498562e-12% |
|    909 |    4.171382e+189 |    4.171382e+189 |   -1.274111e+176 |     3.054409257952397e-12% |
|    910 |    6.749438e+189 |    6.749438e+189 |   -2.062741e+176 |     3.056166987776327e-12% |
|    911 |    1.092082e+190 |    1.092082e+190 |   -3.341798e+176 |     3.060025115257891e-12% |
|    912 |    1.767026e+190 |    1.767026e+190 |   -5.394646e+176 |    3.0529526464107383e-12% |
|    913 |    2.859108e+190 |    2.859108e+190 |   -8.736445e+176 |    3.0556540891259755e-12% |
|    914 |    4.626134e+190 |    4.626134e+190 |   -1.419045e+177 |    3.0674535268377322e-12% |
|    915 |    7.485242e+190 |    7.485242e+190 |   -2.300604e+177 |     3.073520112909473e-12% |
|    916 |    1.211138e+191 |    1.211138e+191 |   -3.711735e+177 |    3.0646680574414834e-12% |
|    917 |    1.959662e+191 |    1.959662e+191 |   -6.028168e+177 |    3.0761267306504218e-12% |
|    918 |    3.170799e+191 |    3.170799e+191 |   -9.771561e+177 |    3.0817342323066997e-12% |
|    919 |    5.130461e+191 |    5.130461e+191 |   -1.579973e+178 |     3.079592357265973e-12% |
|    920 |    8.301260e+191 |    8.301260e+191 |   -2.550797e+178 |     3.072783134869279e-12% |
|    921 |    1.343172e+192 |    1.343172e+192 |   -4.137102e+178 |     3.080097985374894e-12% |
|    922 |    2.173298e+192 |    2.173298e+192 |   -6.713226e+178 |     3.088957508606618e-12% |
|    923 |    3.516470e+192 |    3.516470e+192 |   -1.090098e+179 |    3.0999780487480157e-12% |
|    924 |    5.689768e+192 |    5.689768e+192 |   -1.761421e+179 |     3.095768576988384e-12% |
|    925 |    9.206239e+192 |    9.206239e+192 |   -2.866715e+179 |     3.113882628463196e-12% |
|    926 |    1.489601e+193 |    1.489601e+193 |   -4.638266e+179 |    3.1137645951409566e-12% |
|    927 |    2.410225e+193 |    2.410225e+193 |   -7.464458e+179 |       3.0969968842941e-12% |
|    928 |    3.899825e+193 |    3.899825e+193 |   -1.210272e+180 |    3.1034015799240692e-12% |
|    929 |    6.310050e+193 |    6.310050e+193 |   -1.964823e+180 |    3.1137990368002203e-12% |
|    930 |    1.020988e+194 |    1.020988e+194 |   -3.183200e+180 |    3.1177654869599833e-12% |
|    931 |    1.651992e+194 |    1.651992e+194 |   -5.156127e+180 |     3.121156345442946e-12% |
|    932 |    2.672980e+194 |    2.672980e+194 |   -8.355536e+180 |    3.1259251880746577e-12% |
|    933 |    4.324973e+194 |    4.324973e+194 |   -1.354408e+181 |    3.1315992121512602e-12% |
|    934 |    6.997953e+194 |    6.997953e+194 |   -2.196445e+181 |    3.1386969493417995e-12% |
|    935 |    1.132293e+195 |    1.132293e+195 |   -3.544370e+181 |     3.130259756763211e-12% |
|    936 |    1.832088e+195 |    1.832088e+195 |   -5.753782e+181 |    3.1405603241982038e-12% |
|    937 |    2.964380e+195 |    2.964380e+195 |   -9.311119e+181 |     3.141000207331879e-12% |
|    938 |    4.796468e+195 |    4.796468e+195 |   -1.506490e+182 |    3.1408321869258935e-12% |
|    939 |    7.760848e+195 |    7.760848e+195 |   -2.447976e+182 |    3.1542631885402892e-12% |
|    940 |    1.255732e+196 |    1.255732e+196 |   -3.954466e+182 |    3.1491330024265445e-12% |
|    941 |    2.031816e+196 |    2.031816e+196 |   -6.412815e+182 |    3.1561982314202637e-12% |
|    942 |    3.287548e+196 |    3.287548e+196 |   -1.040878e+183 |     3.166121470068366e-12% |
|    943 |    5.319365e+196 |    5.319365e+196 |   -1.686309e+183 |    3.1701319032653914e-12% |
|    944 |    8.606913e+196 |    8.606913e+196 |   -2.731336e+183 |     3.173421196997016e-12% |
|    945 |    1.392628e+197 |    1.392628e+197 |   -4.409346e+183 |     3.166205538232826e-12% |
|    946 |    2.253319e+197 |    2.253319e+197 |   -7.124083e+183 |    3.1615956237317985e-12% |
|    947 |    3.645947e+197 |    3.645947e+197 |   -1.159982e+184 |    3.1815663336565873e-12% |
|    948 |    5.899266e+197 |    5.899266e+197 |   -1.869071e+184 |     3.168311039084643e-12% |
|    949 |    9.545212e+197 |    9.545212e+197 |   -3.029053e+184 |     3.173374111080234e-12% |
|    950 |    1.544448e+198 |    1.544448e+198 |   -4.924681e+184 |     3.188635267145136e-12% |
|    951 |    2.498969e+198 |    2.498969e+198 |   -7.980291e+184 |     3.193433166557621e-12% |
|    952 |    4.043417e+198 |    4.043417e+198 |   -1.290497e+185 |    3.1916005320566545e-12% |
|    953 |    6.542386e+198 |    6.542386e+198 |   -2.083215e+185 |     3.184182121819884e-12% |
|    954 |    1.058580e+199 |    1.058580e+199 |   -3.394957e+185 |    3.2070855263436552e-12% |
|    955 |    1.712819e+199 |    1.712819e+199 |   -5.488795e+185 |    3.2045391209501232e-12% |
|    956 |    2.771399e+199 |    2.771399e+199 |   -8.883753e+185 |    3.2055117612613168e-12% |
|    957 |    4.484218e+199 |    4.484218e+199 |   -1.437255e+186 |    3.2051402457212693e-12% |
|    958 |    7.255617e+199 |    7.255617e+199 |   -2.334128e+186 |    3.2169947434416924e-12% |
|    959 |    1.173984e+200 |    1.173984e+200 |   -3.771383e+186 |    3.2124667282320488e-12% |
|    960 |    1.899545e+200 |    1.899545e+200 |   -6.114009e+186 |     3.218670087963399e-12% |
|    961 |    3.073529e+200 |    3.073529e+200 |   -9.919385e+186 |     3.227360486453618e-12% |
|    962 |    4.973074e+200 |    4.973074e+200 |   -1.603339e+187 |     3.224041049606135e-12% |
|    963 |    8.046603e+200 |    8.046603e+200 |   -2.588479e+187 |    3.2168599719884992e-12% |
|    964 |    1.301968e+201 |    1.301968e+201 |   -4.219013e+187 |     3.240489950708879e-12% |
|    965 |    2.106628e+201 |    2.106628e+201 |   -6.821090e+187 |    3.2379185557577142e-12% |
|    966 |    3.408596e+201 |    3.408596e+201 |   -1.104010e+188 |    3.2389007412305594e-12% |
|    967 |    5.515224e+201 |    5.515224e+201 |   -1.791558e+188 |    3.2483871076032693e-12% |
|    968 |    8.923819e+201 |    8.923819e+201 |   -2.890130e+188 |    3.2386688786924552e-12% |
|    969 |    1.443904e+202 |    1.443904e+202 |   -4.681688e+188 |     3.242380911825934e-12% |
|    970 |    2.336286e+202 |    2.336286e+202 |   -7.593573e+188 |    3.2502750050653743e-12% |
|    971 |    3.780190e+202 |    3.780190e+202 |   -1.234053e+189 |      3.26452506001797e-12% |
|    972 |    6.116477e+202 |    6.116477e+202 |   -1.989059e+189 |    3.2519683160826406e-12% |
|    973 |    9.896667e+202 |    9.896667e+202 |   -3.223111e+189 |     3.256764565477907e-12% |
|    974 |    1.601314e+203 |    1.601314e+203 |   -5.212170e+189 |    3.2549325612274364e-12% |
|    975 |    2.590981e+203 |    2.590981e+203 |   -8.470090e+189 |      3.26906687251393e-12% |
|    976 |    4.192295e+203 |    4.192295e+203 |   -1.371707e+190 |    3.2719710532545054e-12% |
|    977 |    6.783277e+203 |    6.783277e+203 |   -2.225678e+190 |     3.281124836292885e-12% |
|    978 |    1.097557e+204 |    1.097557e+204 |   -3.590423e+190 |    3.2712854691807837e-12% |
|    979 |    1.775885e+204 |    1.775885e+204 |   -5.816101e+190 |    3.2750437729898185e-12% |
|    980 |    2.873442e+204 |    2.873442e+204 |   -9.420447e+190 |    3.2784537983995317e-12% |
|    981 |    4.649327e+204 |    4.649327e+204 |   -1.529224e+191 |     3.289130191734451e-12% |
|    982 |    7.522769e+204 |    7.522769e+204 |   -2.482408e+191 |    3.2998589158776477e-12% |
|    983 |    1.217210e+205 |    1.217210e+205 |   -4.006062e+191 |     3.291185372531876e-12% |
|    984 |    1.969486e+205 |    1.969486e+205 |   -6.488470e+191 |    3.2944983712870653e-12% |
|    985 |    3.186696e+205 |    3.186696e+205 |   -1.051681e+192 |    3.3002237143594584e-12% |
|    986 |    5.156183e+205 |    5.156183e+205 |   -1.700528e+192 |    3.2980368279030584e-12% |
|    987 |    8.342879e+205 |    8.342879e+205 |   -2.752209e+192 |     3.298872144199866e-12% |
|    988 |    1.349906e+206 |    1.349906e+206 |   -4.479470e+192 |    3.3183567186177193e-12% |
|    989 |    2.184194e+206 |    2.184194e+206 |   -7.231679e+192 |    3.3109142734464257e-12% |
|    990 |    3.534100e+206 |    3.534100e+206 |   -1.171115e+193 |    3.3137570345424526e-12% |
|    991 |    5.718294e+206 |    5.718294e+206 |   -1.901412e+193 |    3.3251378750890335e-12% |
|    992 |    9.252394e+206 |    9.252394e+206 |   -3.072527e+193 |     3.320790780820783e-12% |
|    993 |    1.497069e+207 |    1.497069e+207 |   -4.995325e+193 |     3.336736765646705e-12% |
|    994 |    2.422308e+207 |    2.422308e+207 |   -8.067851e+193 |     3.330645941427293e-12% |
|    995 |    3.919377e+207 |    3.919377e+207 |   -1.306318e+194 |    3.3329724292596072e-12% |
|    996 |    6.341685e+207 |    6.341685e+207 |   -2.110251e+194 |    3.3275873111268014e-12% |
|    997 |    1.026106e+208 |    1.026106e+208 |   -3.416569e+194 |    3.3296442432200997e-12% |
|    998 |    1.660275e+208 |    1.660275e+208 |   -5.538226e+194 |     3.335728573445089e-12% |
|    999 |    2.686381e+208 |    2.686381e+208 |   -9.000419e+194 |     3.350388160805685e-12% |
|   1000 |    4.346656e+208 |    4.346656e+208 |   -1.458427e+195 |    3.3552851354755368e-12% |
|   1001 |    7.033037e+208 |    7.033037e+208 |   -2.358469e+195 |    3.3534146575937004e-12% |
|   1002 |    1.137969e+209 |    1.137969e+209 |   -3.835146e+195 |     3.370166247982709e-12% |
|   1003 |    1.841273e+209 |    1.841273e+209 |   -6.220989e+195 |    3.3786349482629734e-12% |
|   1004 |    2.979242e+209 |    2.979242e+209 |   -1.005613e+196 |    3.3754001925964484e-12% |
|   1005 |    4.820515e+209 |    4.820515e+209 |   -1.627712e+196 |    3.3766357593157594e-12% |
|   1006 |    7.799757e+209 |    7.799757e+209 |   -2.633326e+196 |    3.3761638148243507e-12% |
|   1007 |    1.262027e+210 |    1.262027e+210 |   -4.261038e+196 |     3.376344081579266e-12% |
|   1008 |    2.042003e+210 |    2.042003e+210 |   -6.908964e+196 |    3.3834249754279987e-12% |
|   1009 |    3.304030e+210 |    3.304030e+210 |   -1.118460e+197 |     3.385139102926003e-12% |
|   1010 |    5.346033e+210 |    5.346033e+210 |   -1.809357e+197 |     3.384484364482816e-12% |
|   1011 |    8.650063e+210 |    8.650063e+210 |   -2.927817e+197 |    3.3847344523143718e-12% |
|   1012 |    1.399610e+211 |    1.399610e+211 |   -4.748853e+197 |    3.3929840025562254e-12% |
|   1013 |    2.264616e+211 |    2.264616e+211 |   -7.711709e+197 |     3.405305575265612e-12% |
|   1014 |    3.664226e+211 |    3.664226e+211 |   -1.246056e+198 |     3.400599153285479e-12% |
|   1015 |    5.928842e+211 |    5.928842e+211 |   -2.021899e+198 |    3.4102768667028143e-12% |
|   1016 |    9.593067e+211 |    9.593067e+211 |   -3.277299e+198 |    3.4163205497251402e-12% |
|   1017 |    1.552191e+212 |    1.552191e+212 |   -5.289855e+198 |    3.4079922684695613e-12% |
|   1018 |    2.511498e+212 |    2.511498e+212 |   -8.567154e+198 |     3.411173388841324e-12% |
|   1019 |    4.063689e+212 |    4.063689e+212 |   -1.387570e+199 |    3.4145570267860056e-12% |
|   1020 |    6.575186e+212 |    6.575186e+212 |   -2.255498e+199 |    3.4303175755434545e-12% |
|   1021 |    1.063887e+213 |    1.063887e+213 |   -3.643067e+199 |     3.424297581599459e-12% |
|   1022 |    1.721406e+213 |    1.721406e+213 |   -5.898565e+199 |     3.426597014673997e-12% |
|   1023 |    2.785294e+213 |    2.785294e+213 |   -9.526682e+199 |    3.4203511583109146e-12% |
|   1024 |    4.506700e+213 |    4.506700e+213 |   -1.548505e+200 |    3.4360061791764917e-12% |
|   1025 |    7.291993e+213 |    7.291993e+213 |   -2.507153e+200 |     3.438227381610559e-12% |
|   1026 |    1.179869e+214 |    1.179869e+214 |   -4.055658e+200 |    3.4373789577766394e-12% |
|   1027 |    1.909069e+214 |    1.909069e+214 |   -6.562811e+200 |    3.4377030268443308e-12% |
|   1028 |    3.088938e+214 |    3.088938e+214 |   -1.064239e+201 |      3.44532311194347e-12% |
|   1029 |    4.998006e+214 |    4.998006e+214 |   -1.718128e+201 |    3.4376265245149504e-12% |
|   1030 |    8.086944e+214 |    8.086944e+214 |   -2.791935e+201 |      3.45239793751718e-12% |
|   1031 |    1.308495e+215 |    1.308495e+215 |   -4.529199e+201 |    3.4613803947508683e-12% |
|   1032 |    2.117190e+215 |    2.117190e+215 |   -7.330702e+201 |     3.462468662122673e-12% |
|   1033 |    3.425685e+215 |    3.425685e+215 |   -1.189817e+202 |     3.473225207922523e-12% |
|   1034 |    5.542874e+215 |    5.542874e+215 |   -1.919060e+202 |    3.4622117570452324e-12% |
|   1035 |    8.968559e+215 |    8.968559e+215 |   -3.108878e+202 |      3.46641852094693e-12% |
|   1036 |    1.451143e+216 |    1.451143e+216 |   -5.027938e+202 |    3.4648116801191274e-12% |
|   1037 |    2.347999e+216 |    2.347999e+216 |   -8.152125e+202 |    3.4719454624775734e-12% |
|   1038 |    3.799142e+216 |    3.799142e+216 |   -1.324130e+203 |     3.485338985290915e-12% |
|   1039 |    6.147142e+216 |    6.147142e+216 |   -2.145466e+203 |    3.4901848247063395e-12% |
|   1040 |    9.946284e+216 |    9.946284e+216 |   -3.463472e+203 |    3.4821772034487725e-12% |
|   1041 |    1.609343e+217 |    1.609343e+217 |   -5.621186e+203 |    3.4928459117923765e-12% |
|   1042 |    2.603971e+217 |    2.603971e+217 |   -9.084658e+203 |     3.488770827821179e-12% |
|   1043 |    4.213314e+217 |    4.213314e+217 |   -1.473034e+204 |     3.496140946940568e-12% |
|   1044 |    6.817285e+217 |    6.817285e+217 |   -2.386398e+204 |    3.5005117865094886e-12% |
|   1045 |    1.103060e+218 |    1.103060e+218 |   -3.869230e+204 |    3.5077246274083583e-12% |
|   1046 |    1.784788e+218 |    1.784788e+218 |   -6.245831e+204 |     3.499479971252477e-12% |
|   1047 |    2.887848e+218 |    2.887848e+218 |   -1.013466e+205 |     3.509414663612201e-12% |
|   1048 |    4.672636e+218 |    4.672636e+218 |   -1.638049e+205 |    3.5056199487985603e-12% |
|   1049 |    7.560484e+218 |    7.560484e+218 |   -2.655433e+205 |    3.5122530722628584e-12% |
|   1050 |    1.223312e+219 |    1.223312e+219 |   -4.309159e+205 |    3.5225341849561352e-12% |
|   1051 |    1.979361e+219 |    1.979361e+219 |   -6.964592e+205 |    3.5186071493494714e-12% |
|   1052 |    3.202673e+219 |    3.202673e+219 |   -1.133646e+206 |     3.539686324587097e-12% |
|   1053 |    5.182033e+219 |    5.182033e+219 |   -1.826970e+206 |     3.525584496401923e-12% |
|   1054 |    8.384706e+219 |    8.384706e+219 |   -2.966886e+206 |     3.538449497177626e-12% |
|   1055 |    1.356674e+220 |    1.356674e+220 |   -4.800126e+206 |    3.5381575218325563e-12% |
|   1056 |    2.195144e+220 |    2.195144e+220 |   -7.779553e+206 |    3.5439821745435426e-12% |
|   1057 |    3.551818e+220 |    3.551818e+220 |   -1.257968e+207 |      3.54175735518061e-12% |
|   1058 |    5.746963e+220 |    5.746963e+220 |   -2.038431e+207 |    3.5469716020267883e-12% |
|   1059 |    9.298781e+220 |    9.298781e+220 |   -3.291383e+207 |      3.53958519061856e-12% |
|   1060 |    1.504574e+221 |    1.504574e+221 |   -5.339847e+207 |    3.5490748219176394e-12% |
|   1061 |    2.434452e+221 |    2.434452e+221 |   -8.631230e+207 |    3.5454501053020957e-12% |
|   1062 |    3.939027e+221 |    3.939027e+221 |   -1.401121e+208 |    3.5570228387080954e-12% |
|   1063 |    6.373479e+221 |    6.373479e+221 |   -2.268257e+208 |    3.5588991109569523e-12% |
|   1064 |    1.031251e+222 |    1.031251e+222 |   -3.685431e+208 |    3.5737486458949997e-12% |
|   1065 |    1.668599e+222 |    1.668599e+222 |   -5.961714e+208 |     3.572886850817729e-12% |
|   1066 |    2.699849e+222 |    2.699849e+222 |   -9.647144e+208 |     3.573216027245909e-12% |
|   1067 |    4.368448e+222 |    4.368448e+222 |   -1.564096e+209 |      3.58043965912419e-12% |
|   1068 |    7.068297e+222 |    7.068297e+222 |   -2.532021e+209 |    3.5822226353055403e-12% |
|   1069 |    1.143674e+223 |    1.143674e+223 |   -4.096118e+209 |    3.5815415990053963e-12% |
|   1070 |    1.850504e+223 |    1.850504e+223 |   -6.640981e+209 |    3.5887415316753645e-12% |
|   1071 |    2.994179e+223 |    2.994179e+223 |   -1.072426e+210 |     3.581702369867375e-12% |
|   1072 |    4.844683e+223 |    4.844683e+223 |   -1.744229e+210 |     3.600295696662399e-12% |
|   1073 |    7.838861e+223 |    7.838861e+223 |   -2.816655e+210 |    3.5931936777906336e-12% |
|   1074 |    1.268354e+224 |    1.268354e+224 |   -4.581431e+210 |     3.612106458290182e-12% |
|   1075 |    2.052241e+224 |    2.052241e+224 |   -7.367265e+210 |     3.589864146052225e-12% |
|   1076 |    3.320595e+224 |    3.320595e+224 |   -1.198979e+211 |     3.610735690818763e-12% |
|   1077 |    5.372836e+224 |    5.372836e+224 |   -1.935706e+211 |    3.6027634701156603e-12% |
|   1078 |    8.693431e+224 |    8.693431e+224 |   -3.142904e+211 |     3.615262809621478e-12% |
|   1079 |    1.406627e+225 |    1.406627e+225 |   -5.086828e+211 |     3.616331517401136e-12% |
|   1080 |    2.275970e+225 |    2.275970e+225 |   -8.246170e+211 |     3.623145690411532e-12% |
|   1081 |    3.682596e+225 |    3.682596e+225 |   -1.336587e+212 |      3.62947026434624e-12% |
|   1082 |    5.958566e+225 |    5.958566e+225 |   -2.157917e+212 |     3.621537082370634e-12% |
|   1083 |    9.641162e+225 |    9.641162e+225 |   -3.507654e+212 |      3.63820707513657e-12% |
|   1084 |    1.559973e+226 |    1.559973e+226 |   -5.678722e+212 |     3.640269556389642e-12% |
|   1085 |    2.524089e+226 |    2.524089e+226 |   -9.186376e+212 |     3.639481758652129e-12% |
|   1086 |    4.084062e+226 |    4.084062e+226 |   -1.491770e+213 |     3.652662338230382e-12% |
|   1087 |    6.608151e+226 |    6.608151e+226 |   -2.405147e+213 |     3.639667732470702e-12% |
|   1088 |    1.069221e+227 |    1.069221e+227 |   -3.891657e+213 |      3.63971163493392e-12% |
|   1089 |    1.730036e+227 |    1.730036e+227 |   -6.307325e+213 |     3.645775819856433e-12% |
|   1090 |    2.799258e+227 |    2.799258e+227 |   -1.024106e+214 |     3.658492452777603e-12% |
|   1091 |    4.529294e+227 |    4.529294e+227 |   -1.659047e+214 |    3.6629260024617535e-12% |
|   1092 |    7.328552e+227 |    7.328552e+227 |   -2.683153e+214 |     3.661232537173219e-12% |
|   1093 |    1.185785e+228 |    1.185785e+228 |   -4.359032e+214 |       3.6760745714653e-12% |
|   1094 |    1.918640e+228 |    1.918640e+228 |   -7.033769e+214 |     3.666018864463383e-12% |
|   1095 |    3.104424e+228 |    3.104424e+228 |   -1.142647e+215 |     3.680703961520329e-12% |
|   1096 |    5.023064e+228 |    5.023064e+228 |   -1.849390e+215 |     3.681796812267678e-12% |
|   1097 |    8.127488e+228 |    8.127488e+228 |   -2.992037e+215 |     3.681379380426821e-12% |
|   1098 |    1.315055e+229 |    1.315055e+229 |   -4.827961e+215 |     3.671298990694453e-12% |
|   1099 |    2.127804e+229 |    2.127804e+229 |   -7.833464e+215 |    3.6814779227172366e-12% |
|   1100 |    3.442859e+229 |    3.442859e+229 |   -1.271529e+216 |     3.693234991624608e-12% |
|   1101 |    5.570663e+229 |    5.570663e+229 |   -2.060262e+216 |     3.698413378998623e-12% |
|   1102 |    9.013523e+229 |    9.013523e+229 |   -3.326404e+216 |     3.690459524146319e-12% |
|   1103 |    1.458419e+230 |    1.458419e+230 |   -5.397438e+216 |    3.7008842287707415e-12% |
|   1104 |    2.359771e+230 |    2.359771e+230 |   -8.745388e+216 |     3.706032688631413e-12% |
|   1105 |    3.818189e+230 |    3.818189e+230 |   -1.418592e+217 |      3.71535187619501e-12% |
